id,resource_state,name,climb_category,climb_category_desc,avg_grade,elev_difference,points,starred,elevation_profile,local_legend_enabled,start_latlng,end_latlng,athlete_count,star_count,created_at,effort_count,distance,total_elevation_gain,age_days,efforts_per_age,athletes_per_age,stars_per_age,stars_per_athlete,index_right,objtype,datafangstdato,oppdateringsdato,sporantall,anleggstype,medium,malemetode,noyaktighet,rutemerking,vedlikeholdsansvarlig,vegnummer,motorvegtype,typeveg,vegkategori,vegfase,banestatus,SHAPE_Length,avg_cost,popularity_rank,speed_rank,traffic_rank,cost_rank,combined_rank_avg,final_rank
14083089,2.0,Eufemiasprinten,0.0,NC,0.3,1.0,wqslJu|t`AwFx^UbA,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/CHBUGEVQWGC3QR7VUFC7KNCYMT2ZKEPG3N6XIXZOMIBCF2U7ORHFHU2MYPC7DZZSMSA5KTJLFMB5CY7KSMQRXTQ=,True,,,23965.0,29.0,2017-01-31 14:33:57+00:00,331661.0,338.2,0.0,3021,109.78517047335319,7.9328037073816615,0.009599470374048328,0.0012100980596703526,12850,Veglenke,2024/03/01 00:00:00+00,2024/03/26 00:00:00+00,,,T,dig,1500,,,,,enkelBilveg,K,V,,131.77605283184522,0.0,29.0,,,24.0,26.5,11.0
11825625,2.0,Spurt til Akerbrygge,0.0,NC,0.0,12.6,eeslJoep`AYh@Sp@q@dCc@fA[f@[`@aAn@}DlBu@VO@kAAiAJ_AA}CBc@?]F,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/C376C7WB2UEHZ3J62IHV5OFNAESR3M2RTB2KUQGHMRHTKHX5UTQ3HLOJDQFOKHVF2KVQEDU65V5WLI7YI7I7BOQ=,True,,,15374.0,28.0,2016-04-15 19:26:23+00:00,430117.0,581.2,14.8,3312,129.86624396135267,4.641908212560386,0.008454106280193236,0.0018212566671002993,12813,Veglenke,1994/07/01 00:00:00+00,2024/10/15 00:00:00+00,,,T,dig,1500,,,,,enkelBilveg,K,V,,620.1395653492193,0.0,18.0,,,37.0,27.5,12.0
10245273,2.0,Operagata,0.0,NC,-0.8,4.4,e}slJuur`AfAqGFm@VoAv@qF`AaGVyBDeAHSJy@,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/M6YDZ6UHJIFC5TS6PABU25M2V5XYFPZD3UEVJX22TFYHKWHZZO6V747LC4WICD5IPESKUM26U6SOYNRQQIHO5IY=,True,,,13934.0,18.0,2015-08-17 15:41:54+00:00,281758.0,363.8,0.0,3554,79.27912211592572,3.9206527855936972,0.005064715813168261,0.001291804219893785,11917,Veglenke,2014/03/28 00:00:00+00,2019/08/20 00:00:00+00,,,T,gen,200,,,,,enkelBilveg,K,V,,140.15026315538023,0.0,52.0,,,11.0,31.5,13.0
16042301,2.0,Vannet ved parken,0.0,NC,-0.2,2.8,}yrlJwqt`A{@GSGoAm@aDmB}@e@SOcE_C,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/LUHSZFRT362PCNBB2APKI7THHF33R2VGFMKTNDEX4LNNB4RUDC3LROPWUEIML27C6POMP4XUWCLPF3PJ3N7V56C7,True,,,16244.0,10.0,2017-09-16 19:05:44+00:00,277248.0,349.3,2.2,2793,99.26530612244898,5.815968492660222,0.0035803795202291443,0.0006156119182467373,12523,Veglenke,2010/09/01 00:00:00+00,2016/03/14 00:00:00+00,,,T,dig,1500,,,162.0,IkkeMotorveg,enkelBilveg,R,V,,353.89936355573633,0.0,33.0,,,31.0,32.0,14.0
7818354,2.0,Fiskevollen til Bekkelaget,0.0,NC,-0.1,25.8,stflJy`x`AKHq@QUf@Aj@eBbE_AzAe@h@e@^a@Vc@Ra@J[Dc@@_@A]E[KmBw@MAa@QeAu@e@OM@KKMCQCm@QeCg@_DgAMGk@e@_@c@Yi@_@_AY_AIm@aBeEOI{@mBSYIKS]OOOUm@kAMGeAgAWSk@UGIi@GW?cCV_@C{@Om@W_@UmAkAUSKCOS}@_AyCgCu@s@cAq@IWm@YQB{@QYGe@Qm@MQCo@DKCOCw@k@OEUCMIQCO@MHo@Ng@VM@g@\MBa@\QFWB[Ag@OWQq@_AWc@Wo@Yg@QSOEGLEDM_@QM[KOAWDKAK@m@PeAd@M@OFi@N}Bx@k@TKHYFqBp@UJMJ]LM@OFw@TaC^MFkBFKHu@Im@SUC]Dc@J_Ab@iAv@KX]R]B_@NOB]Co@Im@SOAm@Dm@Tq@DWLm@b@{InJ}ApAYRM@YNMTeBv@g@Hw@TK\c@PeBbAGADCWFKFI?KDSh@UROJ_@MG^w@f@cAd@gAr@Y\UNIN_@ViAbA{@z@Yb@KTYp@a@hA]f@ONSHWc@oAh@iBl@@p@U]CCK?IBQNgAn@QDQ@iAc@@ZS@IJIBOCAb@GTA\}@d@e@d@[NIFELAN?NL~@KLk@pANt@q@Js@IY?a@XONI^sA|Ao@tDE@Sy@,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/FL622H7VFWLJMSL3WZJMLGOMBHCXA46P2G5GQA3ZF654KJ6CRYRHED7JSYPIICXCVAZCCNGKDMMLDHHHM3H3QQ7X,True,,,15566.0,55.0,2014-08-05 11:04:06+00:00,260104.0,5134.2,126.0,3932,66.15055951169889,3.958799593082401,0.013987792472024415,0.0035333418990106643,6452,Veglenke,1996/07/01 00:00:00+00,1000/01/01 00:00:00+00,,,T,sat,1500,,,18.0,IkkeMotorveg,enkelBilveg,E,V,,496.9398100297814,0.0,62.0,,,3.0,32.5,15.0
9095386,2.0,Sykkelstisprint bar code,0.0,NC,0.6,1.0,quslJqgt`AhCsO,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/O5WIJK565PVPE6UUUFKBIVLL6ZCVC6RPCHP3FOZNX562K4PWMCDQV6NPXQGZSTX26VLFMRHBM47GH56PU7MMJLI=,True,,,25890.0,47.0,2015-03-20 15:21:20+00:00,357123.0,167.0,0.0,3704,96.41549676025917,6.989740820734341,0.012688984881209503,0.0018153727307840864,5906,Veglenke,2015/09/19 00:00:00+00,2023/10/30 00:00:00+00,,,T,fot,100,,,,,enkelBilveg,K,V,,95.13940256323602,0.0,38.0,,,29.0,33.5,16.0
8413640,2.0,BEKK-Operagaten,0.0,NC,-0.1,2.4,m~rlJgpp`AVyC?o@GmAOiAGYa@w@sC}CIWGsAE}Be@w@s@[kBsB]qAu@uAsDkJ}AuDgByEgAmBq@o@ES,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/GE4KI4PET7Y4BJE3NNVRD3TSQQ4RZ4GI4GUL3ZC4K5GYVV26D6G4GQSDPIJOLHBNUXY5SY34YWEEQ3LUY7HJSWFH,True,,,16932.0,25.0,2014-10-27 11:00:33+00:00,439230.0,875.9,0.0,3849,114.1153546375682,4.399064692127825,0.006495193556767992,0.0014764942121426885,11514,Veglenke,1996/07/01 00:00:00+00,2020/06/17 00:00:00+00,,,U,sat,1500,,,18.0,motorveg,enkelBilveg,E,V,,1330.035401231779,0.0,26.0,,,41.0,33.5,17.0
13013104,2.0,Operagata vest,0.0,NC,1.5,4.1,iwslJsos`AaA|GUlBOr@EdAWzAq@dDKz@,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/FIMZQM3RCQOKT2NC6LBSC4CH3ZSNAOIQU76D4R5HR5MTCSS5HSB4MSG7CDQ4PY35ELG3IBMLMRKRP2FMT33LVWY=,True,,,10889.0,7.0,2016-08-26 08:29:05+00:00,283949.0,259.7,4.1,3180,89.29213836477987,3.4242138364779873,0.00220125786163522,0.0006428505831573147,5910,Veglenke,2014/03/28 00:00:00+00,2023/10/30 00:00:00+00,,,T,gen,200,,,,,enkelBilveg,K,V,,82.7877240559761,0.0,43.0,,,25.0,34.0,18.0
20966648,2.0,Akerbrygge Last Sprint,0.0,NC,-0.1,4.0,yqulJ}_g`AzBoCf@u@r@_B\cA^uAb@eCTeBLeBZuGRgBXiBh@uBp@iBpAqClCmEbJsOl@iAr@qB`AoDv@uDj@_ERWBIJkB@{AF_B^mEBw@@KNc@@IAIK[A[BYX{ADwAVaEVmFL{CH_DFcG?yBEyAMsBOoAQiA_@qA,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/GUZBLFMI7RLK3IQQLCJYB367UP3PSQZA5J6PGGET4BNCCRTHG3BC5EIVF5SQV3X3NRUCXZP75UOZF55QVEWFUFZQ,True,,,24443.0,45.0,2019-06-24 09:39:55+00:00,721028.0,1928.3,9.0,2148,335.6741154562384,11.379422718808193,0.02094972067039106,0.001841017878329174,12790,Veglenke,2011/04/16 00:00:00+00,2024/10/15 00:00:00+00,,,T,fot,100,,,,,enkelBilveg,K,V,,464.106985480124,0.0,2.0,,,66.0,34.0,19.0
1601313,2.0,Bispegata,0.0,NC,4.5,12.0,inslJsbu`AFqA`@gFvAqMTcC,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/MWHBPANXSTYE5ZOKBBWD7CEABAGOCCGCEKIM3OFEKFGRZXJ6WIJJ4JWPKEPASJDQSQ4UWZD4UQZWFTTOT7MNVUI=,True,,,12043.0,26.0,2012-06-20 19:08:09+00:00,315283.0,268.437,11.982,4707,66.98172933928193,2.5585298491608244,0.005523688124070533,0.0021589304990450886,12450,Veglenke,1996/07/01 00:00:00+00,2022/02/14 00:00:00+00,,,T,sat,1500,,,,,enkelBilveg,K,V,,24.163857308958477,0.0,60.0,,,10.0,35.0,20.0
15893346,2.0,Kongshavnveien nordover,0.0,NC,0.2,9.9,skqlJaxs`AUJmBjAk@Xm@Ri@JwARm@Do@?g@EUKk@MQOu@eAUSSQSGk@YuDsGa@aAo@qB,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/E6QPUORDLGDSPM3RWLGWV3KDOIA5A2WZMIBAGWC7CTNMSPSSA6NKBHAGEFARRMMRZTF3B4DXBXFKBU3LBFKH5I7A,True,,,13130.0,19.0,2017-08-30 16:23:57+00:00,322857.0,619.6,14.5,2810,114.89572953736655,4.672597864768683,0.006761565836298933,0.001447067783701447,8157,Veglenke,2010/06/17 00:00:00+00,1000/01/01 00:00:00+00,,,T,pla,100,,,,,enkelBilveg,K,V,,29.64649895059024,0.0,25.0,,,46.0,35.5,21.0
25984495,2.0,ULTRAMAGNUS - Part 6,0.0,NC,0.0,4.3,kfvlJibd`AJgCRcDH}@Fc@r@mDZkBVoCNqCFo@Hi@ZiAh@sAZg@x@{@Va@t@cB`A}D\wBLyAFcAJeG\}DAQKWIGi@kAMy@As@BuAFu@Lq@Nk@Re@n@mAt@}@zAcBr@aAl@oAp@oBf@yB`@{CP{BT_GVgCZkBz@cDx@eBp@oAdNkUfAuBj@_BbA}Dr@eDb@cD\mABUJ{BP}A`@mGLqA@SQ_A?QBa@RoAJ}Bz@yOFqDDsIGiCIqASiBYeBOm@Sg@{@gBY_AMgA?YBq@,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/HYN3I5MCVHEKDBZVPRDM5YJI4MBQ7MIAME65AI5MMKINR2YRQS6UNOHNQHCSB7RMVUHVQDRTVEKGG5NEU2EAFB2W,True,,,17197.0,20.0,2020-10-07 17:09:42+00:00,584481.0,3044.8,9.8,1676,348.7356801909308,10.260739856801909,0.011933174224343675,0.001162993545385823,12790,Veglenke,2011/04/16 00:00:00+00,2024/10/15 00:00:00+00,,,T,fot,100,,,,,enkelBilveg,K,V,,464.106985480124,0.0,1.0,,,76.0,38.5,22.0
11708572,2.0,Vannspeilet mot Nord,0.0,NC,-2.2,13.3,korlJstt`AwARw@PaAb@kBj@c@TY?kAKg@OwAw@eGsEy@s@]O[Io@k@,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/PO3EJMHOKJ4VW3F2L3FWB23PCEJM4DGDTGQJPYRGOSPW7U3CF2WTTYR6TCWBXDTO4UIUORVRW5PGVFJ42EYONLY=,True,,,15430.0,11.0,2016-04-01 19:28:34+00:00,272859.0,587.9,0.0,3326,82.03818400481059,4.639206253758268,0.003307276007215875,0.000712896953985742,12523,Veglenke,2010/09/01 00:00:00+00,2016/03/14 00:00:00+00,,,T,dig,1500,,,162.0,IkkeMotorveg,enkelBilveg,R,V,,353.89936355573633,0.0,49.0,,,39.0,44.0,23.0
7398941,2.0,Akershusstranda til Kongensgt,0.0,NC,0.1,13.2,}dtlJcro`Ad@Ol@M|BUlA@vEGv@e@d@Mr@_@PGb@Yr@Sp@a@l@g@NOf@y@`@gAPo@\cBNg@,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/2P3RAZMAKONV654H2RAQHSMC4U4BQBTIMIBSV7SAX2JREADVEBCV5CE7W56TNU735BXNRYKSMPGKBCE424AS27Q=,True,,,18097.0,12.0,2014-06-10 07:38:31+00:00,466231.0,613.0,16.6,3988,116.90847542627884,4.537863590772317,0.003009027081243731,0.0006630933303862519,12813,Veglenke,1994/07/01 00:00:00+00,2024/10/15 00:00:00+00,,,T,dig,1500,,,,,enkelBilveg,K,V,,620.1395653492193,0.0,24.0,,,64.0,44.0,24.0
12254776,2.0,Tour de Quay,0.0,NC,0.0,4.2,y|slJqrr`A`AnAXf@jCdHz@~B\tA|@dC^zAl@tBT|@JZ^h@v@x@d@\x@f@PRLZF^FfAHfAR~@JZ^h@zBxBNVL^NjADpAC|BEf@OjAc@dB]p@yA|Aa@h@]t@w@~Cg@vA_@l@QRc@^}Az@i@P_Br@_B^g@Dy@?kCFmALuCLa@HMH,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/4DDO5KJ5MN7B4FLJULJWHK2AFS3RPJQ7NQN5IVMQQ4NKKV6QWKJCI5NROTTYK3RO6YHZ4FJGOKU62JK3TYSWRDQ=,True,,,15721.0,62.0,2016-06-02 08:14:39+00:00,386943.0,1643.8,4.4,3265,118.51240428790199,4.815007656967841,0.01898928024502297,0.0039437694803129576,11514,Veglenke,1996/07/01 00:00:00+00,2020/06/17 00:00:00+00,,,U,sat,1500,,,18.0,motorveg,enkelBilveg,E,V,,1330.035401231779,0.0,23.0,,,65.0,44.0,25.0
25658993,2.0,Kjølberggata,0.0,NC,1.0,7.2,mctlJw~w`As@HmAA_BFeHn@wAN_DT{B\oAH,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/IXMS6SS5YH63YAUCYQRFPD3OBXMML7DNTE3KHHZIM7TDIWBHQSCDJ4G4GVUAZGFUQTB6IFKTFNO4HSYR2SI7OII=,True,,,8320.0,4.0,2020-09-10 07:48:23+00:00,91189.0,542.2,7.2,1704,53.514671361502344,4.882629107981221,0.002347417840375587,0.0004807692307692308,9440,Veglenke,1994/07/01 00:00:00+00,1000/01/01 00:00:00+00,,,T,dig,1500,,,,,enkelBilveg,K,V,,99.01410423436762,0.0,76.0,,,15.0,45.5,26.0
24732939,2.0,Rundkjøring Bryn S til Harry Fett,0.0,NC,2.3,12.6,ebslJmt`aARg@Tc@lAqBRg@Lq@@w@Aw@W{CEs@?WNiAPa@JKJIf@UXAZBjA^fAVh@Z\Nx@n@ZF,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/IPM4HQPZ3BJFJPBNVSGAK2AFJ5N72XZP6E2RQY2554JZTKTFENDRHBJ3K2NAK53PODVLHQXRIPWEUDSALSJR7GA=,True,,,8904.0,7.0,2020-07-03 10:32:59+00:00,146728.0,495.0,12.6,1773,82.75690919345742,5.021996615905246,0.003948110547095319,0.0007861635220125787,5591,Veglenke,1996/07/01 00:00:00+00,1000/01/01 00:00:00+00,,,T,sat,1500,,,,,enkelBilveg,K,V,,278.68744410663584,0.0,48.0,,,49.0,48.5,27.0
23930569,2.0,Carl Berner til Galgeberg,0.0,NC,-1.3,23.2,kcwlJgrw`Ax@C~BL`Hd@zBPbBHhDXvBLpCH~A?j@Al@GVGtAe@v@e@fCqAxAo@hAk@v@YnB{@pAWj@Ul@Q`ACn@In@Gn@Bl@Ch@Bd@ElACf@El@UTC|BEb@Gv@A`BYX?tAN`AB,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/E6IUOX5FJAAHDYMPHHWYQ57JXM6YOUB5Y54542PUDFMOEI5OS7TWILAECXA3IKXJXYHVJ4LB2CDERATRTETWGNY=,True,,,6372.0,6.0,2020-05-11 08:10:23+00:00,83053.0,1770.6,5.6,1826,45.483570646221246,3.4895947426067906,0.0032858707557502738,0.0009416195856873823,9440,Veglenke,1994/07/01 00:00:00+00,1000/01/01 00:00:00+00,,,T,dig,1500,,,,,enkelBilveg,K,V,,99.01410423436762,0.0,92.0,,,12.0,52.0,28.0
19487933,2.0,Bakkespurt Jar st.,0.0,NC,2.8,14.8,olwlJyyz_A[dFLpFP~DAvDWrE{@vI,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/FMLRGG224P7A6BZI5G3PUS7EGDRAFWDO46BHAJBALXMN42ILMSSVKTLOVAZC2G5R7W4NHC336B76UOREILXEDSQ=,True,,,8696.0,12.0,2018-12-14 12:40:23+00:00,143076.0,403.6,14.8,2339,61.16973065412569,3.7178281316802053,0.005130397605814451,0.0013799448022079118,4943,Veglenke,1996/07/01 00:00:00+00,1000/01/01 00:00:00+00,,,T,sat,1500,,,160.0,,enkelBilveg,K,V,,102.8273151491667,0.0,67.0,,,42.0,54.5,29.0
1821760,2.0, Sjømannsskolen,0.0,NC,1.0,37.4,crrlJc|u`AThAXnBLTF^n@fB`@t@Rh@LZFb@`@`AJb@Bl@J`@Df@?~BBb@dA`INlB\vCXj@j@v@JVV^HJVPVAn@MT@NGX?ND^TL@XVRBTP,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/ZBZETYHCVDG3ODFGBEGHOBGYERRFGZGHQOINYUTKIM3J326ZKJANF6XNV6IOFTNIMO5WKP3UWLLJW4AVI6OTF4FT,True,,,13271.0,46.0,2012-07-24 16:17:57+00:00,286896.0,724.57,44.7428,4673,61.39439332334689,2.839931521506527,0.00984378343676439,0.0034662045060658577,11772,Veglenke,2010/07/26 00:00:00+00,2015/12/02 00:00:00+00,,,U,pla,100,,,6.0,motortrafikkveg,enkelBilveg,E,V,,222.1829452843418,0.0,65.0,,,45.0,55.0,30.0
16107940,2.0,Johan Evjes vei - undergang ved Nils Hansens vei,0.0,NC,-3.2,18.1,mgslJeq`aAEH]l@CTQXu@bAaCnD_BrA{Av@EX?\Fx@ExAI|@Kz@YnAg@v@[NIJUp@AT,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/7VZZHVMPH4BUUFK7VO353MEBVRYQ4OQFHV7VGHYLAOKJZELAHPSTUUMBWIUBC5JDDE6VMGNXYDWQTSJO3TODASI=,True,,,9898.0,5.0,2017-09-24 17:58:52+00:00,184316.0,476.7,10.4,2785,66.18168761220826,3.5540394973070017,0.0017953321364452424,0.0005051525560719338,304,Veglenke,1994/07/01 00:00:00+00,1000/01/01 00:00:00+00,,,T,dig,1500,,,,,enkelBilveg,K,V,,220.56539492291807,0.0,61.0,,,51.0,56.0,31.0
