Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Fra tidspunkt;Til tidspunkt;Felt;Trafikkmengde;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T02:00+01:00;2024-03-13T03:00+01:00;2024-03-13;02:00;03:00;Totalt i retning Vika;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T02:00+01:00;2024-03-13T03:00+01:00;2024-03-13;02:00;03:00;Totalt;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T03:00+01:00;2024-03-13T04:00+01:00;2024-03-13;03:00;04:00;1;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T03:00+01:00;2024-03-13T04:00+01:00;2024-03-13;03:00;04:00;2;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T03:00+01:00;2024-03-13T04:00+01:00;2024-03-13;03:00;04:00;Totalt i retning Bygdøy;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T03:00+01:00;2024-03-13T04:00+01:00;2024-03-13;03:00;04:00;Totalt i retning Vika;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T03:00+01:00;2024-03-13T04:00+01:00;2024-03-13;03:00;04:00;Totalt;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T04:00+01:00;2024-03-13T05:00+01:00;2024-03-13;04:00;05:00;1;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T04:00+01:00;2024-03-13T05:00+01:00;2024-03-13;04:00;05:00;2;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T04:00+01:00;2024-03-13T05:00+01:00;2024-03-13;04:00;05:00;Totalt i retning Bygdøy;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T04:00+01:00;2024-03-13T05:00+01:00;2024-03-13;04:00;05:00;Totalt i retning Vika;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T04:00+01:00;2024-03-13T05:00+01:00;2024-03-13;04:00;05:00;Totalt;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T05:00+01:00;2024-03-13T06:00+01:00;2024-03-13;05:00;06:00;1;6;100,0;1;1;0;6;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T05:00+01:00;2024-03-13T06:00+01:00;2024-03-13;05:00;06:00;2;8;100,0;1;1;0;8;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T05:00+01:00;2024-03-13T06:00+01:00;2024-03-13;05:00;06:00;Totalt i retning Bygdøy;6;100,0;1;1;0;6;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T05:00+01:00;2024-03-13T06:00+01:00;2024-03-13;05:00;06:00;Totalt i retning Vika;8;100,0;1;1;0;8;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T05:00+01:00;2024-03-13T06:00+01:00;2024-03-13;05:00;06:00;Totalt;14;100,0;1;1;0;14;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T06:00+01:00;2024-03-13T07:00+01:00;2024-03-13;06:00;07:00;1;26;100,0;1;1;0;26;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T06:00+01:00;2024-03-13T07:00+01:00;2024-03-13;06:00;07:00;2;31;100,0;1;1;0;31;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T06:00+01:00;2024-03-13T07:00+01:00;2024-03-13;06:00;07:00;Totalt i retning Bygdøy;26;100,0;1;1;0;26;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T06:00+01:00;2024-03-13T07:00+01:00;2024-03-13;06:00;07:00;Totalt i retning Vika;31;100,0;1;1;0;31;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T06:00+01:00;2024-03-13T07:00+01:00;2024-03-13;06:00;07:00;Totalt;57;100,0;1;1;0;57;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T07:00+01:00;2024-03-13T08:00+01:00;2024-03-13;07:00;08:00;1;126;100,0;1;1;0;126;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T07:00+01:00;2024-03-13T08:00+01:00;2024-03-13;07:00;08:00;2;85;100,0;1;1;0;85;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T07:00+01:00;2024-03-13T08:00+01:00;2024-03-13;07:00;08:00;Totalt i retning Bygdøy;126;100,0;1;1;0;126;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T07:00+01:00;2024-03-13T08:00+01:00;2024-03-13;07:00;08:00;Totalt i retning Vika;85;100,0;1;1;0;85;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T07:00+01:00;2024-03-13T08:00+01:00;2024-03-13;07:00;08:00;Totalt;211;100,0;1;1;0;211;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T08:00+01:00;2024-03-13T09:00+01:00;2024-03-13;08:00;09:00;1;193;100,0;1;1;0;193;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T08:00+01:00;2024-03-13T09:00+01:00;2024-03-13;08:00;09:00;2;89;100,0;1;1;0;89;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T08:00+01:00;2024-03-13T09:00+01:00;2024-03-13;08:00;09:00;Totalt i retning Bygdøy;193;100,0;1;1;0;193;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T08:00+01:00;2024-03-13T09:00+01:00;2024-03-13;08:00;09:00;Totalt i retning Vika;89;100,0;1;1;0;89;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T08:00+01:00;2024-03-13T09:00+01:00;2024-03-13;08:00;09:00;Totalt;282;100,0;1;1;0;282;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T09:00+01:00;2024-03-13T10:00+01:00;2024-03-13;09:00;10:00;1;45;100,0;1;1;0;45;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T09:00+01:00;2024-03-13T10:00+01:00;2024-03-13;09:00;10:00;2;28;100,0;1;1;0;28;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T09:00+01:00;2024-03-13T10:00+01:00;2024-03-13;09:00;10:00;Totalt i retning Bygdøy;45;100,0;1;1;0;45;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T09:00+01:00;2024-03-13T10:00+01:00;2024-03-13;09:00;10:00;Totalt i retning Vika;28;100,0;1;1;0;28;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T09:00+01:00;2024-03-13T10:00+01:00;2024-03-13;09:00;10:00;Totalt;73;100,0;1;1;0;73;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T10:00+01:00;2024-03-13T11:00+01:00;2024-03-13;10:00;11:00;1;20;100,0;1;1;0;20;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T10:00+01:00;2024-03-13T11:00+01:00;2024-03-13;10:00;11:00;2;14;100,0;1;1;0;14;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T10:00+01:00;2024-03-13T11:00+01:00;2024-03-13;10:00;11:00;Totalt i retning Bygdøy;20;100,0;1;1;0;20;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T10:00+01:00;2024-03-13T11:00+01:00;2024-03-13;10:00;11:00;Totalt i retning Vika;14;100,0;1;1;0;14;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T10:00+01:00;2024-03-13T11:00+01:00;2024-03-13;10:00;11:00;Totalt;34;100,0;1;1;0;34;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T11:00+01:00;2024-03-13T12:00+01:00;2024-03-13;11:00;12:00;1;18;100,0;1;1;0;18;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T11:00+01:00;2024-03-13T12:00+01:00;2024-03-13;11:00;12:00;2;6;100,0;1;1;0;6;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T11:00+01:00;2024-03-13T12:00+01:00;2024-03-13;11:00;12:00;Totalt i retning Bygdøy;18;100,0;1;1;0;18;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T11:00+01:00;2024-03-13T12:00+01:00;2024-03-13;11:00;12:00;Totalt i retning Vika;6;100,0;1;1;0;6;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T11:00+01:00;2024-03-13T12:00+01:00;2024-03-13;11:00;12:00;Totalt;24;100,0;1;1;0;24;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T12:00+01:00;2024-03-13T13:00+01:00;2024-03-13;12:00;13:00;1;20;100,0;1;1;0;20;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T12:00+01:00;2024-03-13T13:00+01:00;2024-03-13;12:00;13:00;2;21;100,0;1;1;0;21;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T12:00+01:00;2024-03-13T13:00+01:00;2024-03-13;12:00;13:00;Totalt i retning Bygdøy;20;100,0;1;1;0;20;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T12:00+01:00;2024-03-13T13:00+01:00;2024-03-13;12:00;13:00;Totalt i retning Vika;21;100,0;1;1;0;21;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T12:00+01:00;2024-03-13T13:00+01:00;2024-03-13;12:00;13:00;Totalt;41;100,0;1;1;0;41;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T13:00+01:00;2024-03-13T14:00+01:00;2024-03-13;13:00;14:00;1;17;100,0;1;1;0;17;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T13:00+01:00;2024-03-13T14:00+01:00;2024-03-13;13:00;14:00;2;16;100,0;1;1;0;16;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T13:00+01:00;2024-03-13T14:00+01:00;2024-03-13;13:00;14:00;Totalt i retning Bygdøy;17;100,0;1;1;0;17;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T13:00+01:00;2024-03-13T14:00+01:00;2024-03-13;13:00;14:00;Totalt i retning Vika;16;100,0;1;1;0;16;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T13:00+01:00;2024-03-13T14:00+01:00;2024-03-13;13:00;14:00;Totalt;33;100,0;1;1;0;33;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T14:00+01:00;2024-03-13T15:00+01:00;2024-03-13;14:00;15:00;1;21;100,0;1;1;0;21;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T14:00+01:00;2024-03-13T15:00+01:00;2024-03-13;14:00;15:00;2;25;100,0;1;1;0;25;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T14:00+01:00;2024-03-13T15:00+01:00;2024-03-13;14:00;15:00;Totalt i retning Bygdøy;21;100,0;1;1;0;21;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T14:00+01:00;2024-03-13T15:00+01:00;2024-03-13;14:00;15:00;Totalt i retning Vika;25;100,0;1;1;0;25;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T14:00+01:00;2024-03-13T15:00+01:00;2024-03-13;14:00;15:00;Totalt;46;100,0;1;1;0;46;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T15:00+01:00;2024-03-13T16:00+01:00;2024-03-13;15:00;16:00;1;46;100,0;1;1;0;46;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T15:00+01:00;2024-03-13T16:00+01:00;2024-03-13;15:00;16:00;2;76;100,0;1;1;0;76;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T15:00+01:00;2024-03-13T16:00+01:00;2024-03-13;15:00;16:00;Totalt i retning Bygdøy;46;100,0;1;1;0;46;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T15:00+01:00;2024-03-13T16:00+01:00;2024-03-13;15:00;16:00;Totalt i retning Vika;76;100,0;1;1;0;76;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T15:00+01:00;2024-03-13T16:00+01:00;2024-03-13;15:00;16:00;Totalt;122;100,0;1;1;0;122;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T16:00+01:00;2024-03-13T17:00+01:00;2024-03-13;16:00;17:00;1;88;100,0;1;1;0;88;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T16:00+01:00;2024-03-13T17:00+01:00;2024-03-13;16:00;17:00;2;164;100,0;1;1;0;164;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T16:00+01:00;2024-03-13T17:00+01:00;2024-03-13;16:00;17:00;Totalt i retning Bygdøy;88;100,0;1;1;0;88;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T16:00+01:00;2024-03-13T17:00+01:00;2024-03-13;16:00;17:00;Totalt i retning Vika;164;100,0;1;1;0;164;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T16:00+01:00;2024-03-13T17:00+01:00;2024-03-13;16:00;17:00;Totalt;252;100,0;1;1;0;252;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T17:00+01:00;2024-03-13T18:00+01:00;2024-03-13;17:00;18:00;1;66;100,0;1;1;0;66;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T17:00+01:00;2024-03-13T18:00+01:00;2024-03-13;17:00;18:00;2;83;100,0;1;1;0;83;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T17:00+01:00;2024-03-13T18:00+01:00;2024-03-13;17:00;18:00;Totalt i retning Bygdøy;66;100,0;1;1;0;66;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T17:00+01:00;2024-03-13T18:00+01:00;2024-03-13;17:00;18:00;Totalt i retning Vika;83;100,0;1;1;0;83;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T17:00+01:00;2024-03-13T18:00+01:00;2024-03-13;17:00;18:00;Totalt;149;100,0;1;1;0;149;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T18:00+01:00;2024-03-13T19:00+01:00;2024-03-13;18:00;19:00;1;30;100,0;1;1;0;30;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T18:00+01:00;2024-03-13T19:00+01:00;2024-03-13;18:00;19:00;2;27;100,0;1;1;0;27;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T18:00+01:00;2024-03-13T19:00+01:00;2024-03-13;18:00;19:00;Totalt i retning Bygdøy;30;100,0;1;1;0;30;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T18:00+01:00;2024-03-13T19:00+01:00;2024-03-13;18:00;19:00;Totalt i retning Vika;27;100,0;1;1;0;27;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T18:00+01:00;2024-03-13T19:00+01:00;2024-03-13;18:00;19:00;Totalt;57;100,0;1;1;0;57;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T19:00+01:00;2024-03-13T20:00+01:00;2024-03-13;19:00;20:00;1;13;100,0;1;1;0;13;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T19:00+01:00;2024-03-13T20:00+01:00;2024-03-13;19:00;20:00;2;13;100,0;1;1;0;13;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T19:00+01:00;2024-03-13T20:00+01:00;2024-03-13;19:00;20:00;Totalt i retning Bygdøy;13;100,0;1;1;0;13;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T19:00+01:00;2024-03-13T20:00+01:00;2024-03-13;19:00;20:00;Totalt i retning Vika;13;100,0;1;1;0;13;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T19:00+01:00;2024-03-13T20:00+01:00;2024-03-13;19:00;20:00;Totalt;26;100,0;1;1;0;26;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T20:00+01:00;2024-03-13T21:00+01:00;2024-03-13;20:00;21:00;1;3;100,0;1;1;0;3;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T20:00+01:00;2024-03-13T21:00+01:00;2024-03-13;20:00;21:00;2;12;100,0;1;1;0;12;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T20:00+01:00;2024-03-13T21:00+01:00;2024-03-13;20:00;21:00;Totalt i retning Bygdøy;3;100,0;1;1;0;3;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T20:00+01:00;2024-03-13T21:00+01:00;2024-03-13;20:00;21:00;Totalt i retning Vika;12;100,0;1;1;0;12;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T20:00+01:00;2024-03-13T21:00+01:00;2024-03-13;20:00;21:00;Totalt;15;100,0;1;1;0;15;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T21:00+01:00;2024-03-13T22:00+01:00;2024-03-13;21:00;22:00;1;3;100,0;1;1;0;3;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T21:00+01:00;2024-03-13T22:00+01:00;2024-03-13;21:00;22:00;2;10;100,0;1;1;0;10;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T21:00+01:00;2024-03-13T22:00+01:00;2024-03-13;21:00;22:00;Totalt i retning Bygdøy;3;100,0;1;1;0;3;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T21:00+01:00;2024-03-13T22:00+01:00;2024-03-13;21:00;22:00;Totalt i retning Vika;10;100,0;1;1;0;10;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T21:00+01:00;2024-03-13T22:00+01:00;2024-03-13;21:00;22:00;Totalt;13;100,0;1;1;0;13;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T22:00+01:00;2024-03-13T23:00+01:00;2024-03-13;22:00;23:00;1;3;100,0;1;1;0;3;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T22:00+01:00;2024-03-13T23:00+01:00;2024-03-13;22:00;23:00;2;5;100,0;1;1;0;5;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T22:00+01:00;2024-03-13T23:00+01:00;2024-03-13;22:00;23:00;Totalt i retning Bygdøy;3;100,0;1;1;0;3;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T22:00+01:00;2024-03-13T23:00+01:00;2024-03-13;22:00;23:00;Totalt i retning Vika;5;100,0;1;1;0;5;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T22:00+01:00;2024-03-13T23:00+01:00;2024-03-13;22:00;23:00;Totalt;8;100,0;1;1;0;8;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T23:00+01:00;2024-03-14T00:00+01:00;2024-03-13;23:00;00:00;1;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T23:00+01:00;2024-03-14T00:00+01:00;2024-03-13;23:00;00:00;2;2;100,0;1;1;0;2;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T23:00+01:00;2024-03-14T00:00+01:00;2024-03-13;23:00;00:00;Totalt i retning Bygdøy;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T23:00+01:00;2024-03-14T00:00+01:00;2024-03-13;23:00;00:00;Totalt i retning Vika;2;100,0;1;1;0;2;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-13T23:00+01:00;2024-03-14T00:00+01:00;2024-03-13;23:00;00:00;Totalt;2;100,0;1;1;0;2;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-14T00:00+01:00;2024-03-14T01:00+01:00;2024-03-14;00:00;01:00;1;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-14T00:00+01:00;2024-03-14T01:00+01:00;2024-03-14;00:00;01:00;2;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-14T00:00+01:00;2024-03-14T01:00+01:00;2024-03-14;00:00;01:00;Totalt i retning Bygdøy;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-14T00:00+01:00;2024-03-14T01:00+01:00;2024-03-14;00:00;01:00;Totalt i retning Vika;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-14T00:00+01:00;2024-03-14T01:00+01:00;2024-03-14;00:00;01:00;Totalt;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-14T01:00+01:00;2024-03-14T02:00+01:00;2024-03-14;01:00;02:00;1;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-14T01:00+01:00;2024-03-14T02:00+01:00;2024-03-14;01:00;02:00;2;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-14T01:00+01:00;2024-03-14T02:00+01:00;2024-03-14;01:00;02:00;Totalt i retning Bygdøy;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-03-14T01:00+01:00;2024-03-14T02:00+01:00;2024-03-14;01:00;02:00;Totalt i retning Vika;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
