Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Fra tidspunkt;Til tidspunkt;Felt;Trafikkmengde;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T08:00+02:00;2024-04-18T09:00+02:00;2024-04-18;08:00;09:00;Totalt;591;100,0;1;1;0;591;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T09:00+02:00;2024-04-18T10:00+02:00;2024-04-18;09:00;10:00;1;101;100,0;1;1;0;101;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T09:00+02:00;2024-04-18T10:00+02:00;2024-04-18;09:00;10:00;2;50;100,0;1;1;0;50;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T09:00+02:00;2024-04-18T10:00+02:00;2024-04-18;09:00;10:00;Totalt i retning Bygdøy;101;100,0;1;1;0;101;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T09:00+02:00;2024-04-18T10:00+02:00;2024-04-18;09:00;10:00;Totalt i retning Vika;50;100,0;1;1;0;50;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T09:00+02:00;2024-04-18T10:00+02:00;2024-04-18;09:00;10:00;Totalt;151;100,0;1;1;0;151;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T10:00+02:00;2024-04-18T11:00+02:00;2024-04-18;10:00;11:00;1;39;100,0;1;1;0;39;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T10:00+02:00;2024-04-18T11:00+02:00;2024-04-18;10:00;11:00;2;41;100,0;1;1;0;41;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T10:00+02:00;2024-04-18T11:00+02:00;2024-04-18;10:00;11:00;Totalt i retning Bygdøy;39;100,0;1;1;0;39;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T10:00+02:00;2024-04-18T11:00+02:00;2024-04-18;10:00;11:00;Totalt i retning Vika;41;100,0;1;1;0;41;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T10:00+02:00;2024-04-18T11:00+02:00;2024-04-18;10:00;11:00;Totalt;80;100,0;1;1;0;80;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T11:00+02:00;2024-04-18T12:00+02:00;2024-04-18;11:00;12:00;1;46;100,0;1;1;0;46;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T11:00+02:00;2024-04-18T12:00+02:00;2024-04-18;11:00;12:00;2;41;100,0;1;1;0;41;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T11:00+02:00;2024-04-18T12:00+02:00;2024-04-18;11:00;12:00;Totalt i retning Bygdøy;46;100,0;1;1;0;46;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T11:00+02:00;2024-04-18T12:00+02:00;2024-04-18;11:00;12:00;Totalt i retning Vika;41;100,0;1;1;0;41;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T11:00+02:00;2024-04-18T12:00+02:00;2024-04-18;11:00;12:00;Totalt;87;100,0;1;1;0;87;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T12:00+02:00;2024-04-18T13:00+02:00;2024-04-18;12:00;13:00;1;50;100,0;1;1;0;50;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T12:00+02:00;2024-04-18T13:00+02:00;2024-04-18;12:00;13:00;2;29;100,0;1;1;0;29;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T12:00+02:00;2024-04-18T13:00+02:00;2024-04-18;12:00;13:00;Totalt i retning Bygdøy;50;100,0;1;1;0;50;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T12:00+02:00;2024-04-18T13:00+02:00;2024-04-18;12:00;13:00;Totalt i retning Vika;29;100,0;1;1;0;29;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T12:00+02:00;2024-04-18T13:00+02:00;2024-04-18;12:00;13:00;Totalt;79;100,0;1;1;0;79;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T13:00+02:00;2024-04-18T14:00+02:00;2024-04-18;13:00;14:00;1;43;100,0;1;1;0;43;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T13:00+02:00;2024-04-18T14:00+02:00;2024-04-18;13:00;14:00;2;54;100,0;1;1;0;54;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T13:00+02:00;2024-04-18T14:00+02:00;2024-04-18;13:00;14:00;Totalt i retning Bygdøy;43;100,0;1;1;0;43;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T13:00+02:00;2024-04-18T14:00+02:00;2024-04-18;13:00;14:00;Totalt i retning Vika;54;100,0;1;1;0;54;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T13:00+02:00;2024-04-18T14:00+02:00;2024-04-18;13:00;14:00;Totalt;97;100,0;1;1;0;97;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T14:00+02:00;2024-04-18T15:00+02:00;2024-04-18;14:00;15:00;1;72;100,0;1;1;0;72;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T14:00+02:00;2024-04-18T15:00+02:00;2024-04-18;14:00;15:00;2;69;100,0;1;1;0;69;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T14:00+02:00;2024-04-18T15:00+02:00;2024-04-18;14:00;15:00;Totalt i retning Bygdøy;72;100,0;1;1;0;72;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T14:00+02:00;2024-04-18T15:00+02:00;2024-04-18;14:00;15:00;Totalt i retning Vika;69;100,0;1;1;0;69;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T14:00+02:00;2024-04-18T15:00+02:00;2024-04-18;14:00;15:00;Totalt;141;100,0;1;1;0;141;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T15:00+02:00;2024-04-18T16:00+02:00;2024-04-18;15:00;16:00;1;142;100,0;1;1;0;142;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T15:00+02:00;2024-04-18T16:00+02:00;2024-04-18;15:00;16:00;2;221;100,0;1;1;0;221;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T15:00+02:00;2024-04-18T16:00+02:00;2024-04-18;15:00;16:00;Totalt i retning Bygdøy;142;100,0;1;1;0;142;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T15:00+02:00;2024-04-18T16:00+02:00;2024-04-18;15:00;16:00;Totalt i retning Vika;221;100,0;1;1;0;221;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T15:00+02:00;2024-04-18T16:00+02:00;2024-04-18;15:00;16:00;Totalt;363;100,0;1;1;0;363;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T16:00+02:00;2024-04-18T17:00+02:00;2024-04-18;16:00;17:00;1;187;100,0;1;1;0;187;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T16:00+02:00;2024-04-18T17:00+02:00;2024-04-18;16:00;17:00;2;341;100,0;1;1;0;341;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T16:00+02:00;2024-04-18T17:00+02:00;2024-04-18;16:00;17:00;Totalt i retning Bygdøy;187;100,0;1;1;0;187;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T16:00+02:00;2024-04-18T17:00+02:00;2024-04-18;16:00;17:00;Totalt i retning Vika;341;100,0;1;1;0;341;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T16:00+02:00;2024-04-18T17:00+02:00;2024-04-18;16:00;17:00;Totalt;528;100,0;1;1;0;528;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T17:00+02:00;2024-04-18T18:00+02:00;2024-04-18;17:00;18:00;1;167;100,0;1;1;0;167;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T17:00+02:00;2024-04-18T18:00+02:00;2024-04-18;17:00;18:00;2;175;100,0;1;1;0;175;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T17:00+02:00;2024-04-18T18:00+02:00;2024-04-18;17:00;18:00;Totalt i retning Bygdøy;167;100,0;1;1;0;167;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T17:00+02:00;2024-04-18T18:00+02:00;2024-04-18;17:00;18:00;Totalt i retning Vika;175;100,0;1;1;0;175;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T17:00+02:00;2024-04-18T18:00+02:00;2024-04-18;17:00;18:00;Totalt;342;100,0;1;1;0;342;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T18:00+02:00;2024-04-18T19:00+02:00;2024-04-18;18:00;19:00;1;78;100,0;1;1;0;78;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T18:00+02:00;2024-04-18T19:00+02:00;2024-04-18;18:00;19:00;2;76;100,0;1;1;0;76;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T18:00+02:00;2024-04-18T19:00+02:00;2024-04-18;18:00;19:00;Totalt i retning Bygdøy;78;100,0;1;1;0;78;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T18:00+02:00;2024-04-18T19:00+02:00;2024-04-18;18:00;19:00;Totalt i retning Vika;76;100,0;1;1;0;76;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T18:00+02:00;2024-04-18T19:00+02:00;2024-04-18;18:00;19:00;Totalt;154;100,0;1;1;0;154;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T19:00+02:00;2024-04-18T20:00+02:00;2024-04-18;19:00;20:00;1;45;100,0;1;1;0;45;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T19:00+02:00;2024-04-18T20:00+02:00;2024-04-18;19:00;20:00;2;51;100,0;1;1;0;51;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T19:00+02:00;2024-04-18T20:00+02:00;2024-04-18;19:00;20:00;Totalt i retning Bygdøy;45;100,0;1;1;0;45;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T19:00+02:00;2024-04-18T20:00+02:00;2024-04-18;19:00;20:00;Totalt i retning Vika;51;100,0;1;1;0;51;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T19:00+02:00;2024-04-18T20:00+02:00;2024-04-18;19:00;20:00;Totalt;96;100,0;1;1;0;96;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T20:00+02:00;2024-04-18T21:00+02:00;2024-04-18;20:00;21:00;1;23;100,0;1;1;0;23;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T20:00+02:00;2024-04-18T21:00+02:00;2024-04-18;20:00;21:00;2;42;100,0;1;1;0;42;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T20:00+02:00;2024-04-18T21:00+02:00;2024-04-18;20:00;21:00;Totalt i retning Bygdøy;23;100,0;1;1;0;23;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T20:00+02:00;2024-04-18T21:00+02:00;2024-04-18;20:00;21:00;Totalt i retning Vika;42;100,0;1;1;0;42;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T20:00+02:00;2024-04-18T21:00+02:00;2024-04-18;20:00;21:00;Totalt;65;100,0;1;1;0;65;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T21:00+02:00;2024-04-18T22:00+02:00;2024-04-18;21:00;22:00;1;18;100,0;1;1;0;18;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T21:00+02:00;2024-04-18T22:00+02:00;2024-04-18;21:00;22:00;2;23;100,0;1;1;0;23;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T21:00+02:00;2024-04-18T22:00+02:00;2024-04-18;21:00;22:00;Totalt i retning Bygdøy;18;100,0;1;1;0;18;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T21:00+02:00;2024-04-18T22:00+02:00;2024-04-18;21:00;22:00;Totalt i retning Vika;23;100,0;1;1;0;23;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T21:00+02:00;2024-04-18T22:00+02:00;2024-04-18;21:00;22:00;Totalt;41;100,0;1;1;0;41;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T22:00+02:00;2024-04-18T23:00+02:00;2024-04-18;22:00;23:00;1;6;100,0;1;1;0;6;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T22:00+02:00;2024-04-18T23:00+02:00;2024-04-18;22:00;23:00;2;21;100,0;1;1;0;21;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T22:00+02:00;2024-04-18T23:00+02:00;2024-04-18;22:00;23:00;Totalt i retning Bygdøy;6;100,0;1;1;0;6;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T22:00+02:00;2024-04-18T23:00+02:00;2024-04-18;22:00;23:00;Totalt i retning Vika;21;100,0;1;1;0;21;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T22:00+02:00;2024-04-18T23:00+02:00;2024-04-18;22:00;23:00;Totalt;27;100,0;1;1;0;27;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T23:00+02:00;2024-04-19T00:00+02:00;2024-04-18;23:00;00:00;1;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T23:00+02:00;2024-04-19T00:00+02:00;2024-04-18;23:00;00:00;2;12;100,0;1;1;0;12;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T23:00+02:00;2024-04-19T00:00+02:00;2024-04-18;23:00;00:00;Totalt i retning Bygdøy;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T23:00+02:00;2024-04-19T00:00+02:00;2024-04-18;23:00;00:00;Totalt i retning Vika;12;100,0;1;1;0;12;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-18T23:00+02:00;2024-04-19T00:00+02:00;2024-04-18;23:00;00:00;Totalt;13;100,0;1;1;0;13;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T00:00+02:00;2024-04-19T01:00+02:00;2024-04-19;00:00;01:00;1;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T00:00+02:00;2024-04-19T01:00+02:00;2024-04-19;00:00;01:00;2;3;100,0;1;1;0;3;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T00:00+02:00;2024-04-19T01:00+02:00;2024-04-19;00:00;01:00;Totalt i retning Bygdøy;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T00:00+02:00;2024-04-19T01:00+02:00;2024-04-19;00:00;01:00;Totalt i retning Vika;3;100,0;1;1;0;3;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T00:00+02:00;2024-04-19T01:00+02:00;2024-04-19;00:00;01:00;Totalt;3;100,0;1;1;0;3;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T01:00+02:00;2024-04-19T02:00+02:00;2024-04-19;01:00;02:00;1;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T01:00+02:00;2024-04-19T02:00+02:00;2024-04-19;01:00;02:00;2;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T01:00+02:00;2024-04-19T02:00+02:00;2024-04-19;01:00;02:00;Totalt i retning Bygdøy;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T01:00+02:00;2024-04-19T02:00+02:00;2024-04-19;01:00;02:00;Totalt i retning Vika;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T01:00+02:00;2024-04-19T02:00+02:00;2024-04-19;01:00;02:00;Totalt;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T02:00+02:00;2024-04-19T03:00+02:00;2024-04-19;02:00;03:00;1;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T02:00+02:00;2024-04-19T03:00+02:00;2024-04-19;02:00;03:00;2;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T02:00+02:00;2024-04-19T03:00+02:00;2024-04-19;02:00;03:00;Totalt i retning Bygdøy;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T02:00+02:00;2024-04-19T03:00+02:00;2024-04-19;02:00;03:00;Totalt i retning Vika;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T02:00+02:00;2024-04-19T03:00+02:00;2024-04-19;02:00;03:00;Totalt;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T03:00+02:00;2024-04-19T04:00+02:00;2024-04-19;03:00;04:00;1;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T03:00+02:00;2024-04-19T04:00+02:00;2024-04-19;03:00;04:00;2;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T03:00+02:00;2024-04-19T04:00+02:00;2024-04-19;03:00;04:00;Totalt i retning Bygdøy;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T03:00+02:00;2024-04-19T04:00+02:00;2024-04-19;03:00;04:00;Totalt i retning Vika;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T03:00+02:00;2024-04-19T04:00+02:00;2024-04-19;03:00;04:00;Totalt;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T04:00+02:00;2024-04-19T05:00+02:00;2024-04-19;04:00;05:00;1;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T04:00+02:00;2024-04-19T05:00+02:00;2024-04-19;04:00;05:00;2;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T04:00+02:00;2024-04-19T05:00+02:00;2024-04-19;04:00;05:00;Totalt i retning Bygdøy;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T04:00+02:00;2024-04-19T05:00+02:00;2024-04-19;04:00;05:00;Totalt i retning Vika;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T04:00+02:00;2024-04-19T05:00+02:00;2024-04-19;04:00;05:00;Totalt;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T05:00+02:00;2024-04-19T06:00+02:00;2024-04-19;05:00;06:00;1;3;100,0;1;1;0;3;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T05:00+02:00;2024-04-19T06:00+02:00;2024-04-19;05:00;06:00;2;4;100,0;1;1;0;4;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T05:00+02:00;2024-04-19T06:00+02:00;2024-04-19;05:00;06:00;Totalt i retning Bygdøy;3;100,0;1;1;0;3;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T05:00+02:00;2024-04-19T06:00+02:00;2024-04-19;05:00;06:00;Totalt i retning Vika;4;100,0;1;1;0;4;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T05:00+02:00;2024-04-19T06:00+02:00;2024-04-19;05:00;06:00;Totalt;7;100,0;1;1;0;7;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T06:00+02:00;2024-04-19T07:00+02:00;2024-04-19;06:00;07:00;1;31;100,0;1;1;0;31;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T06:00+02:00;2024-04-19T07:00+02:00;2024-04-19;06:00;07:00;2;40;100,0;1;1;0;40;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T06:00+02:00;2024-04-19T07:00+02:00;2024-04-19;06:00;07:00;Totalt i retning Bygdøy;31;100,0;1;1;0;31;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T06:00+02:00;2024-04-19T07:00+02:00;2024-04-19;06:00;07:00;Totalt i retning Vika;40;100,0;1;1;0;40;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T06:00+02:00;2024-04-19T07:00+02:00;2024-04-19;06:00;07:00;Totalt;71;100,0;1;1;0;71;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T07:00+02:00;2024-04-19T08:00+02:00;2024-04-19;07:00;08:00;1;147;100,0;1;1;0;147;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T07:00+02:00;2024-04-19T08:00+02:00;2024-04-19;07:00;08:00;2;101;100,0;1;1;0;101;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T07:00+02:00;2024-04-19T08:00+02:00;2024-04-19;07:00;08:00;Totalt i retning Bygdøy;147;100,0;1;1;0;147;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T07:00+02:00;2024-04-19T08:00+02:00;2024-04-19;07:00;08:00;Totalt i retning Vika;101;100,0;1;1;0;101;0,00;-;-;-;-;-;-;-;-
70429B619257;Frognerstranda sykkel 03;EV18 S55D105 m3721;2024-04-19T07:00+02:00;2024-04-19T08:00+02:00;2024-04-19;07:00;08:00;Totalt;248;100,0;1;1;0;248;0,00;-;-;-;-;-;-;-;-
